"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006900","GO:0006900","vesicle budding from membrane","1/478","41/18773",0.024390243902439,0.957903867741606,-0.0436159225722302,0.653062116712218,0.839076623713939,0.815260038324679,"golph3b",1
"GO:0030641","GO:0030641","regulation of cellular pH","1/478","41/18773",0.024390243902439,0.957903867741606,-0.0436159225722302,0.653062116712218,0.839076623713939,0.815260038324679,"slc4a8",1
"GO:0032543","GO:0032543","mitochondrial translation","1/478","41/18773",0.024390243902439,0.957903867741606,-0.0436159225722302,0.653062116712218,0.839076623713939,0.815260038324679,"iars2",1
"GO:0035883","GO:0035883","enteroendocrine cell differentiation","1/478","41/18773",0.024390243902439,0.957903867741606,-0.0436159225722302,0.653062116712218,0.839076623713939,0.815260038324679,"hnf1ba",1
"GO:0097035","GO:0097035","regulation of membrane lipid distribution","1/478","41/18773",0.024390243902439,0.957903867741606,-0.0436159225722302,0.653062116712218,0.839076623713939,0.815260038324679,"atp8a2",1
"GO:1901888","GO:1901888","regulation of cell junction assembly","1/478","41/18773",0.024390243902439,0.957903867741606,-0.0436159225722302,0.653062116712218,0.839076623713939,0.815260038324679,"si:ch211-215c18.3",1
"GO:0048675","GO:0048675","axon extension","2/478","87/18773",0.0229885057471264,0.902851921319675,-0.146804268747394,0.6535820644322,0.839076623713939,0.815260038324679,"cdkl5/cntn2",2
"GO:0048881","GO:0048881","mechanosensory lateral line system development","2/478","87/18773",0.0229885057471264,0.902851921319675,-0.146804268747394,0.6535820644322,0.839076623713939,0.815260038324679,"atoh1a/epcam",2
"GO:0060218","GO:0060218","hematopoietic stem cell differentiation","2/478","87/18773",0.0229885057471264,0.902851921319675,-0.146804268747394,0.6535820644322,0.839076623713939,0.815260038324679,"sf3a3/tnfa",2
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","2/478","87/18773",0.0229885057471264,0.902851921319675,-0.146804268747394,0.6535820644322,0.839076623713939,0.815260038324679,"acacb/acsbg1",2
"GO:0072001","GO:0072001","renal system development","5/478","218/18773",0.0229357798165138,0.900781160032245,-0.238174316038328,0.65479338203936,0.840043050347414,0.816199033634496,"usp40/hnf1ba/mdm2/kif3b/pi4kb",5
"GO:0042692","GO:0042692","muscle cell differentiation","7/478","303/18773",0.0231023102310231,0.907321485286604,-0.262887505676641,0.655307064478659,0.840113745363823,0.816267722023802,"mrtfba/tnnt3a/dmrt2b/plekho1a/dysf/disp1/neu1",7
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","6/478","261/18773",0.0229885057471264,0.902851921319675,-0.255464649950149,0.656360012150044,0.84087520437684,0.817007567571384,"eral1/kif11/tdrd6/edc3/tnnt3a/cep76",6
"GO:0007264","GO:0007264","small GTPase-mediated signal transduction","7/478","304/18773",0.0230263157894737,0.904336875137635,-0.271808277546588,0.658673166899933,0.842688450890991,0.818769346389718,"dock9b/rapgef1b/ralgapa1/git2b/stambpb/arfgef1/arfgef2",7
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process","4/478","176/18773",0.0227272727272727,0.892592240395588,-0.231405437869283,0.658966328038969,0.842688450890991,0.818769346389718,"pias4a/wwc1/tbk1/ptger3",4
"GO:0043085","GO:0043085","positive regulation of catalytic activity","2/478","88/18773",0.0227272727272727,0.892592240395588,-0.163242582601024,0.659732199911128,0.842688450890991,0.818769346389718,"ralgapa1/scrib",2
"GO:0006635","GO:0006635","fatty acid beta-oxidation","1/478","42/18773",0.0238095238095238,0.935096632795377,-0.0680635201017783,0.661915218794834,0.842688450890991,0.818769346389718,"echdc2",1
"GO:0006721","GO:0006721","terpenoid metabolic process","1/478","42/18773",0.0238095238095238,0.935096632795377,-0.0680635201017783,0.661915218794834,0.842688450890991,0.818769346389718,"lratb.1",1
"GO:0008643","GO:0008643","carbohydrate transport","1/478","42/18773",0.0238095238095238,0.935096632795377,-0.0680635201017783,0.661915218794834,0.842688450890991,0.818769346389718,"c2cd5",1
"GO:0018958","GO:0018958","phenol-containing compound metabolic process","1/478","42/18773",0.0238095238095238,0.935096632795377,-0.0680635201017783,0.661915218794834,0.842688450890991,0.818769346389718,"tyrp1a",1
"GO:0120254","GO:0120254","olefinic compound metabolic process","1/478","42/18773",0.0238095238095238,0.935096632795377,-0.0680635201017783,0.661915218794834,0.842688450890991,0.818769346389718,"lratb.1",1
"GO:1901532","GO:1901532","regulation of hematopoietic progenitor cell differentiation","1/478","42/18773",0.0238095238095238,0.935096632795377,-0.0680635201017783,0.661915218794834,0.842688450890991,0.818769346389718,"tnfa",1
"GO:0002683","GO:0002683","negative regulation of immune system process","2/478","89/18773",0.0224719101123595,0.882563114099008,-0.179501306783959,0.665794551167345,0.84559858834073,0.82159688168477,"pias4a/sarm1",2
"GO:0042391","GO:0042391","regulation of membrane potential","4/478","178/18773",0.0224719101123595,0.882563114099008,-0.254459957564254,0.6676270744957,0.84559858834073,0.82159688168477,"grin1b/glrbb/cdkl5/kcnd3",4
"GO:0000723","GO:0000723","telomere maintenance","1/478","43/18773",0.0232558139534884,0.913350199474555,-0.0919466520824098,0.670542869503075,0.84559858834073,0.82159688168477,"rtel1",1
"GO:0006367","GO:0006367","transcription initiation at RNA polymerase II promoter","1/478","43/18773",0.0232558139534884,0.913350199474555,-0.0919466520824098,0.670542869503075,0.84559858834073,0.82159688168477,"gtf2f2a",1
"GO:0006997","GO:0006997","nucleus organization","1/478","43/18773",0.0232558139534884,0.913350199474555,-0.0919466520824098,0.670542869503075,0.84559858834073,0.82159688168477,"ahctf1",1
"GO:0007548","GO:0007548","sex differentiation","1/478","43/18773",0.0232558139534884,0.913350199474555,-0.0919466520824098,0.670542869503075,0.84559858834073,0.82159688168477,"dmrt2b",1
"GO:0009948","GO:0009948","anterior/posterior axis specification","1/478","43/18773",0.0232558139534884,0.913350199474555,-0.0919466520824098,0.670542869503075,0.84559858834073,0.82159688168477,"tdrd6",1
"GO:0017156","GO:0017156","calcium-ion regulated exocytosis","1/478","43/18773",0.0232558139534884,0.913350199474555,-0.0919466520824098,0.670542869503075,0.84559858834073,0.82159688168477,"unc13a",1
"GO:0031348","GO:0031348","negative regulation of defense response","1/478","43/18773",0.0232558139534884,0.913350199474555,-0.0919466520824098,0.670542869503075,0.84559858834073,0.82159688168477,"pias4a",1
"GO:0035567","GO:0035567","non-canonical Wnt signaling pathway","1/478","43/18773",0.0232558139534884,0.913350199474555,-0.0919466520824098,0.670542869503075,0.84559858834073,0.82159688168477,"dvl3a",1
"GO:0052652","GO:0052652","cyclic purine nucleotide metabolic process","1/478","43/18773",0.0232558139534884,0.913350199474555,-0.0919466520824098,0.670542869503075,0.84559858834073,0.82159688168477,"pde8a",1
"GO:0140056","GO:0140056","organelle localization by membrane tethering","1/478","43/18773",0.0232558139534884,0.913350199474555,-0.0919466520824098,0.670542869503075,0.84559858834073,0.82159688168477,"unc13a",1
"GO:0170036","GO:0170036","import into the mitochondrion","1/478","43/18773",0.0232558139534884,0.913350199474555,-0.0919466520824098,0.670542869503075,0.84559858834073,0.82159688168477,"sfxn1",1
"GO:0003007","GO:0003007","heart morphogenesis","6/478","265/18773",0.0226415094339623,0.889223967790321,-0.29355670962049,0.670663072521332,0.84559858834073,0.82159688168477,"smarca4a/ndrg4/foxn4/arnt2/hace1/bbs1",6
"GO:0031929","GO:0031929","TOR signaling","2/478","90/18773",0.0222222222222222,0.872756857275686,-0.195584912011988,0.671769591162015,0.845829478356571,0.821821218053874,"prkaa2/rps6kb1a",2
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport","2/478","90/18773",0.0222222222222222,0.872756857275686,-0.195584912011988,0.671769591162015,0.845829478356571,0.821821218053874,"cacng1b/wnk1a",2
"GO:0061061","GO:0061061","muscle structure development","10/478","437/18773",0.022883295194508,0.898719875913177,-0.346270630136312,0.678671114842181,0.850778291848365,0.826629563040442,"mrtfba/hdgfl2/tnnt3a/dmrt2b/plekho1a/dysf/ctcf/disp1/mylpfa/neu1",10
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","1/478","44/18773",0.0227272727272727,0.892592240395588,-0.115294267753469,0.678950798407375,0.850778291848365,0.826629563040442,"si:ch211-188c16.1",1
"GO:0009187","GO:0009187","cyclic nucleotide metabolic process","1/478","44/18773",0.0227272727272727,0.892592240395588,-0.115294267753469,0.678950798407375,0.850778291848365,0.826629563040442,"pde8a",1
"GO:0009306","GO:0009306","protein secretion","1/478","44/18773",0.0227272727272727,0.892592240395588,-0.115294267753469,0.678950798407375,0.850778291848365,0.826629563040442,"hnf1ba",1
"GO:0022406","GO:0022406","membrane docking","1/478","44/18773",0.0227272727272727,0.892592240395588,-0.115294267753469,0.678950798407375,0.850778291848365,0.826629563040442,"unc13a",1
"GO:0030917","GO:0030917","midbrain-hindbrain boundary development","1/478","44/18773",0.0227272727272727,0.892592240395588,-0.115294267753469,0.678950798407375,0.850778291848365,0.826629563040442,"nin",1
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","1/478","44/18773",0.0227272727272727,0.892592240395588,-0.115294267753469,0.678950798407375,0.850778291848365,0.826629563040442,"hnf1ba",1
"GO:0016049","GO:0016049","cell growth","3/478","137/18773",0.0218978102189781,0.860015881257063,-0.265806571924349,0.681557657542855,0.851724552403152,0.827548964671184,"pard3ab/cdkl5/cntn2",3
"GO:0044242","GO:0044242","cellular lipid catabolic process","3/478","137/18773",0.0218978102189781,0.860015881257063,-0.265806571924349,0.681557657542855,0.851724552403152,0.827548964671184,"echdc2/hexa/neu1",3
"GO:0006906","GO:0006906","vesicle fusion","2/478","92/18773",0.0217391304347826,0.853783882117519,-0.227243838505701,0.683459791290733,0.851724552403152,0.827548964671184,"vps41/c2cd5",2
"GO:0007249","GO:0007249","canonical NF-kappaB signal transduction","2/478","92/18773",0.0217391304347826,0.853783882117519,-0.227243838505701,0.683459791290733,0.851724552403152,0.827548964671184,"chuk/tnfa",2
"GO:0048066","GO:0048066","developmental pigmentation","2/478","92/18773",0.0217391304347826,0.853783882117519,-0.227243838505701,0.683459791290733,0.851724552403152,0.827548964671184,"ece2b/tyrp1a",2
"GO:0033993","GO:0033993","response to lipid","4/478","182/18773",0.021978021978022,0.863166122580349,-0.299834060569111,0.684493515938719,0.851724552403152,0.827548964671184,"cd36/esrra/tnfa/fabp2",4
"GO:0044770","GO:0044770","cell cycle phase transition","4/478","182/18773",0.021978021978022,0.863166122580349,-0.299834060569111,0.684493515938719,0.851724552403152,0.827548964671184,"anapc2/ccni2/timeless/cdk17",4
"GO:0050767","GO:0050767","regulation of neurogenesis","3/478","138/18773",0.0217391304347826,0.853783882117519,-0.278659021511096,0.686299968964449,0.851724552403152,0.827548964671184,"numbl/cdkl5/cntn2",3
"GO:0170039","GO:0170039","proteinogenic amino acid metabolic process","3/478","138/18773",0.0217391304347826,0.853783882117519,-0.278659021511096,0.686299968964449,0.851724552403152,0.827548964671184,"mtr/amt/got2b",3
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","1/478","45/18773",0.0222222222222222,0.872756857275686,-0.138133163396271,0.687144589766298,0.851724552403152,0.827548964671184,"khdrbs1b",1
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","1/478","45/18773",0.0222222222222222,0.872756857275686,-0.138133163396271,0.687144589766298,0.851724552403152,0.827548964671184,"pdk1",1
"GO:0006885","GO:0006885","regulation of pH","1/478","45/18773",0.0222222222222222,0.872756857275686,-0.138133163396271,0.687144589766298,0.851724552403152,0.827548964671184,"slc4a8",1
"GO:0032200","GO:0032200","telomere organization","1/478","45/18773",0.0222222222222222,0.872756857275686,-0.138133163396271,0.687144589766298,0.851724552403152,0.827548964671184,"rtel1",1
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","1/478","45/18773",0.0222222222222222,0.872756857275686,-0.138133163396271,0.687144589766298,0.851724552403152,0.827548964671184,"tesca",1
"GO:0071526","GO:0071526","semaphorin-plexin signaling pathway","1/478","45/18773",0.0222222222222222,0.872756857275686,-0.138133163396271,0.687144589766298,0.851724552403152,0.827548964671184,"met",1
"GO:0071692","GO:0071692","protein localization to extracellular region","1/478","45/18773",0.0222222222222222,0.872756857275686,-0.138133163396271,0.687144589766298,0.851724552403152,0.827548964671184,"hnf1ba",1
"GO:0032535","GO:0032535","regulation of cellular component size","4/478","183/18773",0.0218579234972678,0.85844936781215,-0.311028852058239,0.68861495386027,0.852969976654506,0.828759038452522,"pard3ab/cdkl5/slc12a10.1/cntn2",4
"GO:0055074","GO:0055074","calcium ion homeostasis","3/478","139/18773",0.0215827338129496,0.847641552030342,-0.291423056402591,0.690989362660463,0.855256940984793,0.830981088948107,"letm1/slc24a6a/itpr3",3
"GO:0033043","GO:0033043","regulation of organelle organization","11/478","485/18773",0.022680412371134,0.890751844023638,-0.394007865905584,0.694296470546122,0.855256940984793,0.830981088948107,"anapc2/dync1li1/rtel1/mapk3/arfip2a/oma1/c2cd5/zgc:109889/arhgef19/ska1/cep76",11
"GO:0009063","GO:0009063","amino acid catabolic process","2/478","94/18773",0.0212765957446809,0.83561826760438,-0.258251993740311,0.694807205272215,0.855256940984793,0.830981088948107,"amt/got2b",2
"GO:0036269","GO:0036269","swimming behavior","2/478","94/18773",0.0212765957446809,0.83561826760438,-0.258251993740311,0.694807205272215,0.855256940984793,0.830981088948107,"slc26a2/cdkl5",2
"GO:0090174","GO:0090174","organelle membrane fusion","2/478","94/18773",0.0212765957446809,0.83561826760438,-0.258251993740311,0.694807205272215,0.855256940984793,0.830981088948107,"vps41/c2cd5",2
"GO:0006081","GO:0006081","cellular aldehyde metabolic process","1/478","46/18773",0.0217391304347826,0.853783882117519,-0.160488188026894,0.695129686204343,0.855256940984793,0.830981088948107,"pnkd",1
"GO:0007127","GO:0007127","meiosis I","1/478","46/18773",0.0217391304347826,0.853783882117519,-0.160488188026894,0.695129686204343,0.855256940984793,0.830981088948107,"dmc1",1
"GO:0031146","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","1/478","46/18773",0.0217391304347826,0.853783882117519,-0.160488188026894,0.695129686204343,0.855256940984793,0.830981088948107,"fbxl5",1
"GO:0035023","GO:0035023","regulation of Rho protein signal transduction","1/478","46/18773",0.0217391304347826,0.853783882117519,-0.160488188026894,0.695129686204343,0.855256940984793,0.830981088948107,"dock9b",1
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process","1/478","46/18773",0.0217391304347826,0.853783882117519,-0.160488188026894,0.695129686204343,0.855256940984793,0.830981088948107,"entpd4",1
"GO:0010564","GO:0010564","regulation of cell cycle process","5/478","229/18773",0.0218340611353712,0.857512196013228,-0.350668486744411,0.696581857067581,0.856468430971683,0.832158191664627,"anapc2/dync1li1/timeless/cep76/cdk17",5
"GO:0001894","GO:0001894","tissue homeostasis","2/478","95/18773",0.0210526315789474,0.826822285840123,-0.273521603742112,0.70035386440575,0.859951930021001,0.835542814103375,"ezh2/tnfa",2
"GO:0007051","GO:0007051","spindle organization","2/478","95/18773",0.0210526315789474,0.826822285840123,-0.273521603742112,0.70035386440575,0.859951930021001,0.835542814103375,"kif11/dync1li1",2
"GO:0031570","GO:0031570","DNA integrity checkpoint signaling","1/478","47/18773",0.0212765957446809,0.83561826760438,-0.182382425343576,0.702911392296847,0.860784539229829,0.836351790299725,"timeless",1
"GO:0032869","GO:0032869","cellular response to insulin stimulus","1/478","47/18773",0.0212765957446809,0.83561826760438,-0.182382425343576,0.702911392296847,0.860784539229829,0.836351790299725,"rps6kb1a",1
"GO:0043542","GO:0043542","endothelial cell migration","1/478","47/18773",0.0212765957446809,0.83561826760438,-0.182382425343576,0.702911392296847,0.860784539229829,0.836351790299725,"arfgef2",1
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","1/478","47/18773",0.0212765957446809,0.83561826760438,-0.182382425343576,0.702911392296847,0.860784539229829,0.836351790299725,"tesca",1
"GO:0006954","GO:0006954","inflammatory response","5/478","231/18773",0.0216450216450216,0.850087847995798,-0.37056769343838,0.703793913015766,0.861289544852962,0.836842461702113,"ggt5a/tlr18/tlr22/ptger3/tnfa",5
"GO:0170033","GO:0170033","L-amino acid metabolic process","3/478","142/18773",0.0211267605633803,0.829733631917025,-0.329198597060774,0.704741057126205,0.861872908314558,0.837409266812179,"mtr/amt/got2b",3
"GO:1901342","GO:1901342","regulation of vasculature development","2/478","96/18773",0.0208333333333333,0.818209553695955,-0.288639741655429,0.705816672799695,0.862612504715838,0.838127870302506,"bmal1a/ptger3",2
"GO:0000422","GO:0000422","autophagy of mitochondrion","1/478","48/18773",0.0208333333333333,0.818209553695955,-0.203837355118432,0.710494878064342,0.864868183796594,0.840319523557827,"ulk3",1
"GO:0001932","GO:0001932","regulation of protein phosphorylation","1/478","48/18773",0.0208333333333333,0.818209553695955,-0.203837355118432,0.710494878064342,0.864868183796594,0.840319523557827,"prkar1b",1
"GO:0007602","GO:0007602","phototransduction","1/478","48/18773",0.0208333333333333,0.818209553695955,-0.203837355118432,0.710494878064342,0.864868183796594,0.840319523557827,"opn6a",1
"GO:0019395","GO:0019395","fatty acid oxidation","1/478","48/18773",0.0208333333333333,0.818209553695955,-0.203837355118432,0.710494878064342,0.864868183796594,0.840319523557827,"echdc2",1
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","1/478","48/18773",0.0208333333333333,0.818209553695955,-0.203837355118432,0.710494878064342,0.864868183796594,0.840319523557827,"tesca",1
"GO:0045787","GO:0045787","positive regulation of cell cycle","1/478","48/18773",0.0208333333333333,0.818209553695955,-0.203837355118432,0.710494878064342,0.864868183796594,0.840319523557827,"mdm2",1
"GO:1990138","GO:1990138","neuron projection extension","2/478","97/18773",0.0206185567010309,0.809774403657853,-0.303609881930708,0.711196294375067,0.865147152254397,0.840590573696958,"cdkl5/cntn2",2
"GO:0010817","GO:0010817","regulation of hormone levels","2/478","98/18773",0.0204081632653061,0.801511399538895,-0.318435381431088,0.716493413633051,0.870254846154606,0.845553289386026,"hnf1ba/lratb.1",2
"GO:0060249","GO:0060249","anatomical structure homeostasis","2/478","98/18773",0.0204081632653061,0.801511399538895,-0.318435381431088,0.716493413633051,0.870254846154606,0.845553289386026,"ezh2/tnfa",2
"GO:0006487","GO:0006487","protein N-linked glycosylation","1/478","49/18773",0.0204081632653061,0.801511399538895,-0.224872996737308,0.717885182378641,0.870254846154606,0.845553289386026,"alg10",1
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","1/478","49/18773",0.0204081632653061,0.801511399538895,-0.224872996737308,0.717885182378641,0.870254846154606,0.845553289386026,"got2b",1
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","1/478","49/18773",0.0204081632653061,0.801511399538895,-0.224872996737308,0.717885182378641,0.870254846154606,0.845553289386026,"fhit",1
"GO:0098609","GO:0098609","cell-cell adhesion","10/478","452/18773",0.0221238938053097,0.868895101270041,-0.456054309124321,0.718245266040265,0.870254846154606,0.845553289386026,"si:ch73-233f7.1/nlgn2a/nlgn3a/htt/dscaml1/epcam/scrib/tet2/arnt2/cntn2",10
"GO:0060047","GO:0060047","heart contraction","4/478","192/18773",0.0208333333333333,0.818209553695955,-0.409251370745159,0.723991241890968,0.872772523147332,0.84799950393136,"vezf1b/strip2/foxn4/melk",4
"GO:0010608","GO:0010608","post-transcriptional regulation of gene expression","7/478","325/18773",0.0215384615384615,0.845902800128742,-0.452965157354535,0.724655481198001,0.872772523147332,0.84799950393136,"larp4aa/igf2bp2a/cpeb4a/cnot8/cpeb3/ncbp2/fastk",7
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","1/478","50/18773",0.02,0.785481171548117,-0.245508037188025,0.725087216282882,0.872772523147332,0.84799950393136,"hnf1ba",1
"GO:0021591","GO:0021591","ventricular system development","1/478","50/18773",0.02,0.785481171548117,-0.245508037188025,0.725087216282882,0.872772523147332,0.84799950393136,"arnt2",1
"GO:0021903","GO:0021903","rostrocaudal neural tube patterning","1/478","50/18773",0.02,0.785481171548117,-0.245508037188025,0.725087216282882,0.872772523147332,0.84799950393136,"nin",1
"GO:0030166","GO:0030166","proteoglycan biosynthetic process","1/478","50/18773",0.02,0.785481171548117,-0.245508037188025,0.725087216282882,0.872772523147332,0.84799950393136,"hs6st3b",1
"GO:0043297","GO:0043297","apical junction assembly","1/478","50/18773",0.02,0.785481171548117,-0.245508037188025,0.725087216282882,0.872772523147332,0.84799950393136,"cldn10b",1
"GO:0051302","GO:0051302","regulation of cell division","1/478","50/18773",0.02,0.785481171548117,-0.245508037188025,0.725087216282882,0.872772523147332,0.84799950393136,"thbs4b",1
"GO:0070830","GO:0070830","bicellular tight junction assembly","1/478","50/18773",0.02,0.785481171548117,-0.245508037188025,0.725087216282882,0.872772523147332,0.84799950393136,"cldn10b",1
"GO:0071482","GO:0071482","cellular response to light stimulus","1/478","50/18773",0.02,0.785481171548117,-0.245508037188025,0.725087216282882,0.872772523147332,0.84799950393136,"opn6a",1
"GO:0042742","GO:0042742","defense response to bacterium","2/478","100/18773",0.02,0.785481171548117,-0.347665328456543,0.726842977324006,0.874311447444241,0.849494746970933,"cd36/tnfa",2
"GO:0009416","GO:0009416","response to light stimulus","3/478","148/18773",0.0202702702702703,0.796095781974443,-0.402542686776052,0.730833418038491,0.874897432308638,0.85006409907717,"bmal1a/opn6a/bbs1",3
"GO:0006839","GO:0006839","mitochondrial transport","2/478","101/18773",0.0198019801980198,0.777704130245661,-0.362075947059709,0.731896880705308,0.874897432308638,0.85006409907717,"letm1/sfxn1",2
"GO:0072006","GO:0072006","nephron development","2/478","101/18773",0.0198019801980198,0.777704130245661,-0.362075947059709,0.731896880705308,0.874897432308638,0.85006409907717,"usp40/mdm2",2
"GO:0001946","GO:0001946","lymphangiogenesis","1/478","51/18773",0.0196078431372549,0.770079579949134,-0.265759945460786,0.732105766227698,0.874897432308638,0.85006409907717,"adamts3",1
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","1/478","51/18773",0.0196078431372549,0.770079579949134,-0.265759945460786,0.732105766227698,0.874897432308638,0.85006409907717,"si:ch211-188c16.1",1
"GO:0006805","GO:0006805","xenobiotic metabolic process","1/478","51/18773",0.0196078431372549,0.770079579949134,-0.265759945460786,0.732105766227698,0.874897432308638,0.85006409907717,"cyp2n13",1
"GO:0015695","GO:0015695","organic cation transport","1/478","51/18773",0.0196078431372549,0.770079579949134,-0.265759945460786,0.732105766227698,0.874897432308638,0.85006409907717,"sfxn1",1
"GO:0042157","GO:0042157","lipoprotein metabolic process","1/478","51/18773",0.0196078431372549,0.770079579949134,-0.265759945460786,0.732105766227698,0.874897432308638,0.85006409907717,"zdhhc2",1
"GO:0170034","GO:0170034","L-amino acid biosynthetic process","1/478","51/18773",0.0196078431372549,0.770079579949134,-0.265759945460786,0.732105766227698,0.874897432308638,0.85006409907717,"mtr",1
"GO:0170038","GO:0170038","proteinogenic amino acid biosynthetic process","1/478","51/18773",0.0196078431372549,0.770079579949134,-0.265759945460786,0.732105766227698,0.874897432308638,0.85006409907717,"mtr",1
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","4/478","195/18773",0.0205128205128205,0.805621714408325,-0.441030462683295,0.735098863962545,0.877901641968307,0.852983036410255,"bcl9/dvl3a/tcf7/dvl1b",4
"GO:0003015","GO:0003015","heart process","4/478","196/18773",0.0204081632653061,0.801511399538895,-0.451521909618466,0.738725886338068,0.879628428146421,0.854660809006893,"vezf1b/strip2/foxn4/melk",4
"GO:0016050","GO:0016050","vesicle organization","4/478","196/18773",0.0204081632653061,0.801511399538895,-0.451521909618466,0.738725886338068,0.879628428146421,0.854660809006893,"golph3b/tyrp1a/vps41/c2cd5",4
"GO:0038202","GO:0038202","TORC1 signaling","1/478","52/18773",0.0192307692307692,0.755270357257805,-0.285645075042915,0.738945497225623,0.879628428146421,0.854660809006893,"rps6kb1a",1
"GO:0046513","GO:0046513","ceramide biosynthetic process","1/478","52/18773",0.0192307692307692,0.755270357257805,-0.285645075042915,0.738945497225623,0.879628428146421,0.854660809006893,"ormdl1",1
"GO:0061982","GO:0061982","meiosis I cell cycle process","1/478","52/18773",0.0192307692307692,0.755270357257805,-0.285645075042915,0.738945497225623,0.879628428146421,0.854660809006893,"dmc1",1
"GO:0141091","GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","4/478","197/18773",0.0203045685279188,0.797442813754433,-0.461963519696373,0.742315303768716,0.883065997730057,0.858000805654749,"ncln/gdf2/rnf111/acvr2ba",4
"GO:0009266","GO:0009266","response to temperature stimulus","1/478","53/18773",0.0188679245283019,0.741019973158601,-0.305178755953461,0.745610955925808,0.884419902035178,0.859316280361691,"grik2",1
"GO:0051225","GO:0051225","spindle assembly","1/478","53/18773",0.0188679245283019,0.741019973158601,-0.305178755953461,0.745610955925808,0.884419902035178,0.859316280361691,"kif11",1
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","1/478","53/18773",0.0188679245283019,0.741019973158601,-0.305178755953461,0.745610955925808,0.884419902035178,0.859316280361691,"zgc:109889",1
"GO:0006486","GO:0006486","protein glycosylation","4/478","198/18773",0.0202020202020202,0.793415324796078,-0.472355851547174,0.745867220875737,0.884419902035178,0.859316280361691,"poglut1/alg10/b4galt4/galnt17",4
"GO:0043413","GO:0043413","macromolecule glycosylation","4/478","198/18773",0.0202020202020202,0.793415324796078,-0.472355851547174,0.745867220875737,0.884419902035178,0.859316280361691,"poglut1/alg10/b4galt4/galnt17",4
"GO:0014902","GO:0014902","myotube differentiation","2/478","104/18773",0.0192307692307692,0.755270357257805,-0.404525340558551,0.746584147049353,0.884697385119285,0.859585887288388,"plekho1a/neu1",2
"GO:0010498","GO:0010498","proteasomal protein catabolic process","7/478","333/18773",0.021021021021021,0.82558081093646,-0.519085545360389,0.747363516400737,0.885048456396994,0.859926993660835,"itcha/fhit/kbtbd3/asb2a.1/ube2j1/hspa5/fbxl5",7
"GO:0051726","GO:0051726","regulation of cell cycle","10/478","465/18773",0.021505376344086,0.844603410266793,-0.548467025594568,0.74989859148198,0.885513652220705,0.860378985236274,"anapc2/kif11/dync1li1/cdk7/scrib/mdm2/timeless/cep76/cdk17/cables2a",10
"GO:0009101","GO:0009101","glycoprotein biosynthetic process","5/478","245/18773",0.0204081632653061,0.801511399538895,-0.505483931761255,0.750923546018629,0.885513652220705,0.860378985236274,"poglut1/hs6st3b/alg10/b4galt4/galnt17",5
"GO:0006639","GO:0006639","acylglycerol metabolic process","1/478","54/18773",0.0185185185185185,0.727297381063071,-0.324375377563665,0.752106573611035,0.885513652220705,0.860378985236274,"mogat2",1
"GO:0009247","GO:0009247","glycolipid biosynthetic process","1/478","54/18773",0.0185185185185185,0.727297381063071,-0.324375377563665,0.752106573611035,0.885513652220705,0.860378985236274,"pigu",1
"GO:0036303","GO:0036303","lymph vessel morphogenesis","1/478","54/18773",0.0185185185185185,0.727297381063071,-0.324375377563665,0.752106573611035,0.885513652220705,0.860378985236274,"adamts3",1
"GO:0042325","GO:0042325","regulation of phosphorylation","1/478","54/18773",0.0185185185185185,0.727297381063071,-0.324375377563665,0.752106573611035,0.885513652220705,0.860378985236274,"prkar1b",1
"GO:0050807","GO:0050807","regulation of synapse organization","1/478","54/18773",0.0185185185185185,0.727297381063071,-0.324375377563665,0.752106573611035,0.885513652220705,0.860378985236274,"abhd17ab",1
"GO:0120192","GO:0120192","tight junction assembly","1/478","54/18773",0.0185185185185185,0.727297381063071,-0.324375377563665,0.752106573611035,0.885513652220705,0.860378985236274,"cldn10b",1
"GO:0120193","GO:0120193","tight junction organization","1/478","54/18773",0.0185185185185185,0.727297381063071,-0.324375377563665,0.752106573611035,0.885513652220705,0.860378985236274,"cldn10b",1
